,# Carbons,"# Carbons, sp3",Fraction C sp3,# non-H atoms,"Heteroatoms (non H, nonC)",# ONS atoms,# Ns,# Aromatic Rings,# H-bond Acceptors,# H-bond Donors,cLogP,TPSA,Rotatable bonds,"MW, high >250 ","MW, mid","MW, low >200","Nitrogens, High (>=4)","Nitrogens, Mid (2 to 3)","Nitrogens, low (<=1)",H-Bond Donors (>=2),H-Bond Donors (1),H-Bond Donors (0),H-Bond Acceptors (>=4),H-Bond Acceptors (1 to 3),H-Bond Acceptors (0),clogP low,clogP mid,clogP high,TPSA low,TPSA mid,TPSA high,Hinderance,"Hinderance, binding","Hinderance, non binding",5 MR Heterocycles,6 MR Heterocycles,Alcohols,Aldehydes,Alkenes,Alkynes,Amides (all),Anilines (all),Carbamates,Carboxylic acids,Esters,Guanidines,Imides,Ketones,Nitriles,Nitro groups,Phenols,Sulfides,Sulfonamides,Sulfones,Tertiary amines,Ureas,Total FG,Amides- NH2,Amides- NHR,Anilines- NHR,Remote 6 MR Heterocycles (Br only),2-pyridyl-type 6 MR heterocycles (Br only),3/4-pyridyl-type 6 MR heterocycles (Br only),"N-O, N-S Bond",5 MR NH Heterocycles,5 MR NH Heterocycles 1N,5 MR NH Heterocycles >1N,5MR NX Heterocycles,5MR Heterocycles no NH,Piperidines (amines),Piperazines  (amines),Morpholines (amines),3-substituted (amines),4-Substituted (amines),Bridged Bicyclic (amines),Piperazines N-Alkyl ,Piperazines N-Carbonyl ,Piperazines N-Het ,Piperazines N-Aryl,MALDI Product Intensity,MALDI Internal Standard Intensity,Normalized MALDI Pdt/IS,Cu_cat,Ir_cat,Pd_cat,Ru_cat
1106,9,8,0.89,12,3,3,2,0,2,1,0.41,32.34,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,142800.5,79981.9,1.7854101990575368,0.0,0.0,1.0,0.0
1107,8,7,0.88,11,3,3,2,0,2,1,0.01,32.34,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,677832.3,685316.8,0.9890787734957032,0.0,0.0,1.0,0.0
1108,7,6,0.86,10,3,3,2,0,2,1,-0.3,32.34,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,609535.4,416717.8,1.4627054567863431,0.0,0.0,1.0,0.0
1109,6,5,0.83,8,2,2,2,0,2,1,-0.78,35.82,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,510430.9,410207.2,1.2443245754828292,0.0,0.0,1.0,0.0
1110,13,7,0.54,14,1,1,1,1,1,1,3.4,12.03,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,112264.8,50087.2,2.2413870210353144,0.0,0.0,1.0,0.0
1111,13,7,0.54,14,1,1,1,1,1,1,3.37,12.03,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,326080.3,178739.2,1.8243356801417931,0.0,0.0,1.0,0.0
1112,12,5,0.42,15,3,3,2,2,2,1,2.43,24.92,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21247.2,381979.8,0.05562388377605308,0.0,0.0,1.0,0.0
1113,10,10,1.0,13,3,3,2,0,3,1,0.41,24.5,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,378387.0,673655.7,0.5616919741048729,0.0,0.0,1.0,0.0
1114,6,5,0.83,9,3,3,2,0,2,2,-0.3,55.12,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1985.7,833103.8,0.002383496510278791,0.0,0.0,1.0,0.0
1115,6,5,0.83,10,4,4,2,0,3,1,0.33,41.57,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,802616.4,427039.7,1.879488956179016,0.0,0.0,1.0,0.0
1116,12,7,0.58,14,2,2,2,1,2,1,1.97,24.92,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,505.0,98528.8,0.0051254049577382456,0.0,0.0,1.0,0.0
1117,11,4,0.36,14,3,3,1,1,3,1,1.33,38.33,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1118,12,3,0.25,15,3,3,3,2,2,1,1.32,29.85,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,304262.9,138471.2,2.197300955000029,0.0,0.0,1.0,0.0
1119,6,6,1.0,8,2,2,2,0,2,2,-0.45,24.06,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,327485.8,527174.3,0.6212097213388437,0.0,0.0,1.0,0.0
1120,6,5,0.83,9,3,3,2,0,2,1,0.45,32.34,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,578079.0,323962.5,1.784400972334761,0.0,0.0,1.0,0.0
1121,18,6,0.33,20,2,2,2,2,2,1,3.96,15.27,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,269592.0,476856.5,0.5653524697681588,0.0,0.0,1.0,0.0
1122,11,5,0.45,13,2,2,2,1,2,2,0.6,24.06,2,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,691736.7,337380.4,2.0503167937437974,0.0,0.0,1.0,0.0
1123,6,4,0.67,13,7,4,4,1,3,1,-0.84,42.74,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,140987.8,149975.5,0.940072211794593,0.0,0.0,1.0,0.0
1124,19,7,0.37,22,3,3,2,2,3,1,3.7,24.5,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,271951.8,257193.8,1.057380854437393,0.0,0.0,1.0,0.0
1125,20,6,0.3,27,7,7,6,3,5,2,0.73,84.73,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5706.7,500364.2,0.01140509253060071,0.0,0.0,1.0,0.0
1126,11,5,0.45,12,1,1,1,1,1,1,2.39,12.03,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,720249.7,289277.6,2.4898218873497293,0.0,0.0,1.0,0.0
1127,15,4,0.27,23,8,8,2,2,5,2,2.08,84.5,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2503.5,385443.9,0.006495108626702874,0.0,0.0,1.0,0.0
1128,21,8,0.38,29,8,8,3,2,5,2,2.63,87.74,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,7496.9,387593.9,0.019342151669569617,0.0,0.0,1.0,0.0
1129,22,9,0.41,34,12,12,4,3,7,4,0.97,137.49,10,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1488.3,365587.9,0.004070977184967008,0.0,0.0,1.0,0.0
1130,16,16,1.0,28,12,12,2,0,12,8,-5.76,184.57,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,270165.9,0.0,0.0,0.0,1.0,0.0
1131,20,13,0.65,26,6,4,3,1,3,1,3.38,35.58,3,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,127082.8,43704.1,2.9078004123182954,0.0,0.0,1.0,0.0
1132,22,6,0.27,31,9,9,7,4,6,2,1.52,98.37,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,19593.7,19697.9,0.9947100960000812,0.0,0.0,1.0,0.0
1133,23,10,0.43,31,8,8,5,3,7,3,3.86,92.19,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4896.1,107898.6,0.04537686309182881,0.0,0.0,1.0,0.0
1134,27,12,0.44,35,8,8,4,2,5,1,4.9,82.19,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4689.2,211053.1,0.022218105301462048,0.0,0.0,1.0,0.0
1135,26,7,0.27,32,6,6,6,4,5,2,4.36,67.66,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,214363.1,143156.3,1.4974059821328158,0.0,0.0,1.0,0.0
1136,19,7,0.37,29,10,8,7,3,7,2,1.9,89.78,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3055.5,49726.4,0.06144623379130601,0.0,0.0,1.0,0.0
1137,28,18,0.64,35,7,7,4,1,5,1,1.95,65.12,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6793.5,12156.7,0.558827642370051,0.0,0.0,1.0,0.0
1138,22,11,0.5,30,8,8,3,2,6,3,3.32,93.08,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,16578.5,273390.9,0.060640277346466175,0.0,0.0,1.0,0.0
1139,21,15,0.71,30,9,9,4,1,6,4,-2.09,133.56,12,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1707.5,38686.2,0.04413718586989676,0.0,0.0,1.0,0.0
1140,31,11,0.35,41,10,10,5,3,5,3,3.69,103.43,6,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,19094.0,0.0,0.0,0.0,1.0,0.0
1141,21,11,0.52,30,9,9,5,2,6,2,0.85,109.59,8,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,227.7,56726.5,0.00401399698553586,0.0,0.0,1.0,0.0
1142,24,9,0.38,32,8,8,4,2,5,2,3.83,90.97,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,15319.8,449420.2,0.03408792039165129,0.0,0.0,1.0,0.0
1143,30,16,0.53,38,8,8,4,2,6,5,1.53,113.93,10,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,104085.6,106714.0,0.9753696797046312,0.0,0.0,1.0,0.0
1144,24,7,0.29,34,10,10,7,5,8,2,0.41,123.49,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2722.2,31843.1,0.08548790789841441,0.0,0.0,1.0,0.0
1145,28,7,0.25,37,9,8,5,3,4,1,4.64,68.25,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17259.3,396321.6,0.04354872406651568,0.0,0.0,1.0,0.0
1146,21,4,0.19,28,7,7,3,3,4,2,3.52,78.5,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2825.8,695547.8,0.004062697056909675,0.0,0.0,1.0,0.0
1147,19,12,0.63,25,6,6,2,1,3,3,1.89,61.36,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,287757.6,350240.9,0.8215990765213314,0.0,0.0,1.0,0.0
1148,31,11,0.35,39,8,5,5,4,4,3,6.95,65.63,9,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,12480.1,379247.1,0.03290756870652406,0.0,0.0,1.0,0.0
1149,21,7,0.33,26,5,5,3,2,3,1,2.71,52.65,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,33772.5,273411.0,0.12352282826952828,0.0,0.0,1.0,0.0
1150,23,5,0.22,28,5,5,3,3,4,2,3.83,54.02,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,24318.2,391340.2,0.06214081763130903,0.0,0.0,1.0,0.0
1151,21,9,0.43,28,7,7,4,1,5,1,2.01,65.12,7,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,616933.6,0.0,0.0,0.0,1.0,0.0
1152,5,0,0.0,7,2,1,1,1,1,0,1.59,12.89,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17798.8,515354.6,0.034536996468062964,0.0,0.0,0.0,1.0
1153,5,0,0.0,7,2,1,1,1,1,0,1.59,12.89,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450740.0,916261.3,0.4919339057537408,0.0,0.0,0.0,1.0
1154,4,0,0.0,7,3,2,2,1,2,0,0.59,25.78,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99433.8,514572.0,0.19323593199785447,0.0,0.0,0.0,1.0
1155,5,1,0.2,7,2,1,1,1,0,0,2.13,4.93,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5482.7,573911.6,0.009553213421718606,0.0,0.0,0.0,1.0
1156,4,1,0.25,7,3,2,2,1,1,0,1.21,17.82,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7556.7,594244.8,0.012716476442031971,0.0,0.0,0.0,1.0
1157,4,1,0.25,7,3,2,2,1,1,0,0.89,17.82,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8791.7,667690.0,0.0131673381359613,0.0,0.0,0.0,1.0
1158,4,1,0.25,7,3,2,2,1,1,1,1.21,28.68,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13208.8,784369.8,0.016840016023054433,0.0,0.0,0.0,1.0
1159,4,1,0.25,7,3,2,2,1,1,1,1.6,28.68,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14153.8,902381.0,0.01568494904037208,0.0,0.0,0.0,1.0
1160,3,1,0.33,7,4,3,3,1,2,1,0.94,41.57,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31561.7,815155.1,0.0387186438507224,0.0,0.0,0.0,1.0
1161,3,1,0.33,7,4,3,3,1,2,0,0.52,30.71,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33559.2,842206.1,0.039846778597305337,0.0,0.0,0.0,1.0
1162,3,1,0.33,7,4,3,2,1,2,0,0.65,38.92,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20623.6,664973.5,0.03101416823377172,0.0,0.0,0.0,1.0
1163,2,1,0.5,7,5,4,4,1,3,0,0.14,43.6,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51473.8,424558.6,0.12124074273845828,0.0,0.0,0.0,1.0
1164,4,0,0.0,6,2,1,0,1,0,0,2.69,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34573.8,868570.8,0.039805390648637966,0.0,0.0,0.0,1.0
1165,4,0,0.0,6,2,1,0,1,0,0,2.69,0.0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24603.9,552032.6,0.044569650415573286,0.0,0.0,0.0,1.0
1166,3,0,0.0,6,3,2,1,1,1,0,1.79,12.89,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34205.5,846299.1,0.04041774356134847,0.0,0.0,0.0,1.0
1167,3,0,0.0,6,3,2,1,1,1,0,1.4,12.89,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22236.4,532134.3,0.041787195450471805,0.0,0.0,0.0,1.0
1168,2,0,0.0,6,4,3,2,1,2,0,1.56,25.78,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23725.4,475168.7,0.049930477323106515,0.0,0.0,0.0,1.0
1169,6,1,0.17,8,2,1,1,1,1,0,2.09,12.89,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994764.4,305868.4,3.2522627378310407,0.0,0.0,0.0,1.0
